identifier,date,report,desc,title,for,against,abstention,no_show,excused
170018,2024-10-23,,,Amendments by the committee responsible – separate votes,,,,658,3
170019,2024-10-23 12:47:25,A10–0004/2024,,Li Andersson-Amendments by the committee responsible-separate votes-Am 11/2,456,134,45,23,3
170021,2024-10-23,,,Amendments by the committee responsible – separate votes,,,,658,3
170022,2024-10-23 12:47:41,A10–0004/2024,,Li Andersson-Amendments by the committee responsible-separate votes-Am 13/2,443,185,17,13,3
170023,2024-10-23 12:47:51,A10–0004/2024,,Li Andersson-Amendments by the committee responsible-separate votes-Am 15,263,356,9,30,3
170025,2024-10-23,,,Amendments by the committee responsible – separate votes,,,,658,3
170026,2024-10-23,,,Amendments by the committee responsible – separate votes,,,,658,3
170028,2024-10-23 12:48:11,A10–0004/2024,,"Li Andersson-Annex, guideline 6, § 3-Am 20/1",528,54,62,14,3
170029,2024-10-23 12:48:21,A10–0004/2024,,"Li Andersson-Annex, guideline 6, § 3-Am 20/2",424,192,11,31,3
170030,2024-10-23 12:48:31,A10–0004/2024,,"Li Andersson-Annex, guideline 6, § 3-Am 20/3",434,172,37,15,3
170031,2024-10-23,,,"Annex, guideline 6, § 3",,,,658,3
170034,2024-10-23,,,§ 1,276,317,46,658,3
170035,2024-10-23,,,After § 8,310,215,80,658,3
170036,2024-10-23,,,After recital N,332,252,35,658,3
170037,2024-10-23,,,After recital N,321,296,10,658,3
170038,2024-10-23,,,Motion for a resolution (as a whole),,,,658,3
170040,2024-10-23,B10-0121/2024,,B10-0121/2024,,,,658,3
170041,2024-10-23,B10-0122/2024,,B10-0122/2024,,,,658,3
170042,2024-10-23,B10-0123/2024,,B10-0123/2024,,,,658,3
170043,2024-10-23,B10-0124/2024,,B10-0124/2024,,,,658,3
170044,2024-10-23,B10-0125/2024,,B10-0125/2024,,,,658,3
170045,2024-10-23,B10-0126/2024,,B10-0126/2024,,,,658,3
170046,2024-10-23,B10-0127/2024,,B10-0127/2024,,,,658,3
170047,2024-10-23,B10-0128/2024,,B10-0128/2024,,,,658,3
170052,2024-10-23 12:20:43,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-Before § 1-Am 3",46,600,8,4,3
170053,2024-10-23 12:20:54,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-Before § 1-Am 4",109,444,96,9,3
170054,2024-10-23 12:21:08,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-Before § 1-Am 5",118,512,16,12,3
170055,2024-10-23 12:21:18,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-Before § 1-Am 6",163,414,69,12,3
170056,2024-10-23 12:21:29,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-Before § 1-Am 7",78,554,16,10,3
170057,2024-10-23 12:21:53,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 4-Am 53",215,331,108,4,3
170059,2024-10-23,,,§ 5,,,,658,3
170060,2024-10-23 12:22:10,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 5/2",417,205,27,9,3
170061,2024-10-23 12:22:22,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 5-Am 54",142,462,44,10,3
170062,2024-10-23,,,§ 11,,,,658,3
170063,2024-10-23 12:22:41,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 12",482,145,22,9,3
170064,2024-10-23 12:22:53,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 13-Am 18",379,231,34,14,3
170065,2024-10-23,,,§ 14,,,,658,3
170066,2024-10-23 12:23:09,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 15",376,207,64,11,3
170067,2024-10-23 12:23:20,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 15-Am 42",167,437,42,12,3
170068,2024-10-23 12:23:31,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 15-Am 55",117,512,24,5,3
170069,2024-10-23 12:23:44,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 15-Am 56",121,501,31,5,3
170070,2024-10-23 12:23:55,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 15-Am 57",105,486,42,25,3
170071,2024-10-23 12:24:06,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 15-Am 58",134,454,49,21,3
170072,2024-10-23 12:24:16,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 15-Am 59",115,506,22,15,3
170073,2024-10-23 12:24:26,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 15-Am 60",106,466,65,21,3
170074,2024-10-23 12:24:36,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 15-Am 61",99,522,26,11,3
170075,2024-10-23,,,§ 21,,,,658,3
170077,2024-10-23 12:24:52,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 27-Am 21/1",192,437,23,6,3
170078,2024-10-23,,,After § 27,,,,658,3
170079,2024-10-23 12:25:09,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 31",536,82,24,16,3
170080,2024-10-23,,,§ 33,,,,658,3
170081,2024-10-23 12:25:24,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 34-Am 8",199,410,29,20,3
170082,2024-10-23 12:25:36,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 34-Am 9",176,389,86,7,3
170083,2024-10-23 12:25:47,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 34-Am 10",159,376,114,9,3
170084,2024-10-23 12:25:58,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 34-Am 11",222,310,117,9,3
170085,2024-10-23 12:26:09,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 34-Am 12",178,383,89,8,3
170087,2024-10-23,,,§ 35,,,,658,3
170088,2024-10-23,,,§ 35,,,,658,3
170090,2024-10-23,,,§ 36,,,,658,3
170091,2024-10-23,,,§ 36,,,,658,3
170093,2024-10-23 12:26:40,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 35-Am 22/1",190,454,7,7,3
170094,2024-10-23 12:26:51,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 35-Am 22/2",178,450,19,11,3
170095,2024-10-23 12:27:02,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 40-Am 62",176,406,69,7,3
170097,2024-10-23,,,§ 41,,,,658,3
170098,2024-10-23 12:27:16,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 41/2",623,10,18,7,3
170100,2024-10-23,,,§ 42,,,,658,3
170101,2024-10-23,,,§ 42,,,,658,3
170102,2024-10-23,,,§ 42,,,,658,3
170104,2024-10-23 12:27:47,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 43-Am 23/1",200,426,11,21,3
170105,2024-10-23 12:28:00,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 43-Am 23/2",180,452,15,11,3
170107,2024-10-23,,,§ 44,,,,658,3
170108,2024-10-23 12:28:16,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 44/2",620,15,13,10,3
170109,2024-10-23 12:28:28,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 44-Am 24",195,439,13,11,3
170111,2024-10-23 12:28:40,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 45/1",514,83,52,9,3
170112,2024-10-23 12:28:51,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 45/2",495,129,23,11,3
170113,2024-10-23 12:29:02,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 45-Am 25",212,414,24,8,3
170115,2024-10-23 12:29:13,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 46/1",511,94,41,12,3
170116,2024-10-23,,,§ 46,,,,658,3
170118,2024-10-23,,,§ 49,,,,658,3
170119,2024-10-23,,,§ 49,,,,658,3
170120,2024-10-23 12:29:36,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 50-Am 13",271,330,51,6,3
170121,2024-10-23 12:29:47,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 50-Am 14",206,408,37,7,3
170123,2024-10-23,,,§ 51,,,,658,3
170124,2024-10-23 12:30:02,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 51/2",606,20,26,6,3
170125,2024-10-23 12:30:14,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 51-Am 43",183,449,15,11,3
170126,2024-10-23 12:30:24,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 52",589,21,39,9,3
170127,2024-10-23 12:30:34,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 53",610,7,23,18,3
170129,2024-10-23,,,§ 54,,,,658,3
170130,2024-10-23 12:30:49,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 54/2",576,61,17,4,3
170132,2024-10-23 12:30:59,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 55/1",622,13,16,7,3
170133,2024-10-23,,,§ 55,,,,658,3
170134,2024-10-23,,,§ 55,,,,658,3
170135,2024-10-23 12:31:17,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 56-Am 26",293,285,68,12,3
170136,2024-10-23 12:31:29,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 57-Am 27",330,275,36,17,3
170138,2024-10-23,,,§ 61,,,,658,3
170139,2024-10-23,,,§ 61,,,,658,3
170140,2024-10-23 12:31:50,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 61-Am 2",197,395,57,9,3
170141,2024-10-23 12:32:08,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 62",432,191,24,11,3
170142,2024-10-23 12:32:19,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 62-Am 29",198,293,149,18,3
170143,2024-10-23 12:32:31,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 62-Am 44",158,448,37,15,3
170145,2024-10-23,,,§ 63,,,,658,3
170146,2024-10-23,,,§ 63,,,,658,3
170147,2024-10-23,,,§ 63,,,,658,3
170148,2024-10-23,,,§ 63,,,,658,3
170149,2024-10-23,,,§ 63,,,,658,3
170150,2024-10-23,,,§ 63,,,,658,3
170151,2024-10-23,,,§ 63,,,,658,3
170152,2024-10-23 12:33:06,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 63/8",620,13,15,10,3
170153,2024-10-23 12:33:16,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 63/9",506,111,18,23,3
170154,2024-10-23,,,§ 63,,,,658,3
170155,2024-10-23 12:33:31,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 63/11",483,116,49,10,3
170156,2024-10-23,,,§ 63,,,,658,3
170157,2024-10-23 12:33:46,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 63-Am 30",212,303,124,19,3
170158,2024-10-23 12:33:58,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 63-Am 45",329,297,15,17,3
170160,2024-10-23 12:34:12,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 63-Am 31/1",196,438,6,18,3
170161,2024-10-23 12:34:24,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 63-Am 31/2",169,461,19,9,3
170162,2024-10-23 12:34:36,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 63-Am 64",154,433,65,6,3
170163,2024-10-23 12:34:47,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 64-Am 32",330,295,22,11,3
170164,2024-10-23 12:35:01,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 64-Am 33",191,454,5,8,3
170165,2024-10-23 12:35:12,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 64-Am 34",192,455,3,8,3
170166,2024-10-23 12:35:23,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 64-Am 46",326,293,17,22,3
170167,2024-10-23 12:35:36,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 66-Am 15",73,558,17,10,3
170168,2024-10-23 12:35:53,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 68-Am 65",74,482,94,8,3
170170,2024-10-23,,,§ 75,,,,658,3
170171,2024-10-23,,,§ 75,,,,658,3
170172,2024-10-23 12:36:21,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 75/3",367,224,54,13,3
170173,2024-10-23 12:36:34,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 75-Am 1",280,304,51,23,3
170174,2024-10-23 12:36:47,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 75-Am 37",192,420,26,20,3
170175,2024-10-23 12:36:58,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 75-Am 69",333,267,37,21,3
170177,2024-10-23,,,§ 76,,,,658,3
170178,2024-10-23,,,§ 76,,,,658,3
170179,2024-10-23,,,§ 76,,,,658,3
170180,2024-10-23 12:37:26,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 76-Am 47",121,468,48,21,3
170182,2024-10-23,,,§ 78,,,,658,3
170183,2024-10-23 12:37:53,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 78/2",462,123,49,24,3
170184,2024-10-23 12:38:04,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 78/3",452,142,49,15,3
170185,2024-10-23 12:38:14,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 78/4",502,68,77,11,3
170186,2024-10-23 12:38:26,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 79-Am 38",176,449,19,14,3
170187,2024-10-23 12:38:38,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 79-Am 39",168,432,32,26,3
170188,2024-10-23 12:38:58,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 87-Am 72",110,460,76,12,3
170189,2024-10-23 12:39:11,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 87-Am 73",127,473,29,29,3
170190,2024-10-23 12:39:22,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 88",498,121,24,15,3
170192,2024-10-23 12:39:42,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 89-Am 50/1",504,94,30,30,3
170193,2024-10-23 12:39:52,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 89-Am 50/2",231,387,23,17,3
170194,2024-10-23 12:40:05,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 89-Am 50/3",500,110,40,8,3
170195,2024-10-23 12:40:16,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 89-Am 50/4",300,299,45,14,3
170196,2024-10-23 12:40:31,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 90, After point d-Am 19",291,322,39,6,3
170197,2024-10-23 12:40:42,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 90, point e-Am 20",327,309,13,9,3
170199,2024-10-23,,,"§ 90, point f",,,,658,3
170200,2024-10-23,,,"§ 90, point f",,,,658,3
170201,2024-10-23 12:41:21,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 90-Am 74",178,442,30,8,3
170202,2024-10-23 12:41:32,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 90-Am 75",79,526,37,16,3
170203,2024-10-23 12:41:42,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 90-Am 76",85,526,35,12,3
170205,2024-10-23 12:41:54,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 91-Am 67/1",284,289,79,6,3
170206,2024-10-23 12:42:07,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 91-Am 67/2",107,536,12,3,3
170208,2024-10-23 12:43:49,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 91-Am 68/1",520,66,54,18,3
170209,2024-10-23 12:44:01,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 91-Am 68/2",85,500,58,15,3
170210,2024-10-23 12:44:11,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 91-Am 68/3",500,62,81,15,3
170211,2024-10-23 12:44:22,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 91-Am 68/4",216,389,39,14,3
170212,2024-10-23 12:44:34,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-§ 92-Am 16",255,314,80,9,3
170214,2024-10-23 12:44:49,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 92-Am 17/1",349,68,230,11,3
170215,2024-10-23 12:45:02,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 92-Am 17/2",139,481,29,9,3
170216,2024-10-23 12:45:14,A10–0008/2024,,"Victor Negrescu, Niclas Herbst-After § 98-Am 77",134,484,29,11,3
170219,2024-10-22,,,Approval without vote,,,,672,2
170221,2024-10-23,,,Amendments by the committee responsible – put to the vote collectively,,,,658,3
170223,2024-10-23,,,§ 1,,,,658,3
170224,2024-10-23,,,§ 1,,,,658,3
170226,2024-10-23 12:52:13,RC–B10–0123/2024,,§ 1/1,545,80,15,18,3
170227,2024-10-23 12:52:24,RC–B10–0123/2024,,§ 1/2,420,208,12,18,3
170229,2024-10-23,,,Block 1,,,,658,3
170230,2024-10-23,,,01 02 02 51,,,,658,3
170231,2024-10-23,,,01 02 02 51,,,,658,3
170232,2024-10-23,,,01 02 02 53,,,,658,3
170233,2024-10-23,,,01 02 02 53,,,,658,3
170234,2024-10-23,,,01 02 02 54,,,,658,3
170235,2024-10-23,,,01 02 02 54,,,,658,3
170236,2024-10-23,,,02 10 01,,,,658,3
170237,2024-10-23,,,02 10 02,,,,658,3
170238,2024-10-23 12:09:58,Draft general budget of the European Union for the financial year 2025,,all sections-03 02 02-Am 693,617,22,10,9,3
170239,2024-10-23,,,03 20 04,,,,658,3
170240,2024-10-23,,,Block 2,512,91,29,658,3
170241,2024-10-23,,,05 02 04,,,,658,3
170242,2024-10-23,,,05 03 03,,,,658,3
170243,2024-10-23,,,05 03 10,,,,658,3
170244,2024-10-23 12:10:52,Draft general of the European Union for the financial year 2025,,all sections-07 02 01-Am 309,72,513,67,6,3
170245,2024-10-23 12:11:05,Draft general of the European Union for the financial year 2025,,all sections-07 02 15-Am 332,87,512,47,12,3
170246,2024-10-23,,,07 02 16,,,,658,3
170247,2024-10-23,,,Block 3,,,,658,3
170248,2024-10-23,,,07 03 01 01,,,,658,3
170249,2024-10-23,,,07 03 02,,,,658,3
170250,2024-10-23,,,07 03 03,,,,658,3
170251,2024-10-23,,,07 06 03,,,,658,3
170252,2024-10-23,,,07 06 03,,,,658,3
170253,2024-10-23,,,07 10 05,474,169,8,658,3
170254,2024-10-23,,,07 10 05,,,,658,3
170255,2024-10-23,,,Block 4,,,,658,3
170256,2024-10-23 12:12:02,Draft general budget of the European Union for the financial year 2025,,all sections-08 02 02 01-Am 725,591,49,7,11,3
170257,2024-10-23 12:12:15,Draft general budget of the European Union for the financial year 2025,,all sections-08 02 02 02-Am 313,174,453,23,8,3
170258,2024-10-23 12:12:30,Draft general budget of the European Union for the financial year 2025,,all sections-08 02 02 02-Am 618,195,432,20,11,3
170259,2024-10-23 12:12:41,Draft general budget of the European Union for the financial year 2025,,all sections-08 02 02 03-Am 314,199,422,28,9,3
170260,2024-10-23 12:12:52,Draft general budget of the European Union for the financial year 2025,,all sections-08 02 02 05-Am 315,193,437,11,17,3
170261,2024-10-23 12:13:03,Draft general budget of the European Union for the financial year 2025,,all sections-08 02 03 03-Am 726,570,54,20,14,3
170262,2024-10-23 12:13:14,Draft general budget of the European Union for the financial year 2025,,all sections-08 02 04 03-Am 213,617,32,5,4,3
170263,2024-10-23 12:13:24,Draft general budget of the European Union for the financial year 2025,,all sections-08 04 01-Am 316,156,473,21,8,3
170264,2024-10-23 12:13:35,Draft general budget of the European Union for the financial year 2025,,all sections-08 04 02-Am 317,180,452,23,3,3
170265,2024-10-23,,,Block 5,,,,658,3
170266,2024-10-23,,,10 02 01,,,,658,3
170267,2024-10-23,,,10 02 01,,,,658,3
170268,2024-10-23 12:13:59,Draft general budget of the European Union for the financial year 2025,,all sections-11 02 01-Am 733,454,141,56,7,3
170269,2024-10-23,,,11 02 01,,,,658,3
170270,2024-10-23 12:14:20,Draft general budget of the European Union for the financial year 2025,,all sections-11 02 02-Am 334,141,486,12,19,3
170271,2024-10-23 12:14:33,Draft general budget of the European Union for the financial year 2025,,all sections-11 10 01-Am 156,519,74,57,8,3
170272,2024-10-23,,,11 10 01,,,,658,3
170273,2024-10-23,,,Block 6,,,,658,3
170274,2024-10-23,,,13 01 01,,,,658,3
170275,2024-10-23,,,13 01 02 01,,,,658,3
170276,2024-10-23,,,13 01 02 02,,,,658,3
170277,2024-10-23,,,13 01 02 03,,,,658,3
170278,2024-10-23,,,13 01 03 01,,,,658,3
170279,2024-10-23,,,13 01 03 74,,,,658,3
170280,2024-10-23,,,13 01 04,,,,658,3
170281,2024-10-23,,,13 01 05,,,,658,3
170282,2024-10-23 12:15:24,Draft general budget of the European Union for the financial year 2025,,all sections-13 02 01-Am 328,73,556,24,5,3
170283,2024-10-23,,,13 03 01,,,,658,3
170284,2024-10-23,,,13 04 01,,,,658,3
170285,2024-10-23,,,13 04 01,,,,658,3
170286,2024-10-23,,,13 04 01,,,,658,3
170287,2024-10-23,,,13 06 01,,,,658,3
170288,2024-10-23,,,13 07 01,,,,658,3
170289,2024-10-23,,,Block 7,,,,658,3
170290,2024-10-23 12:15:57,Draft general budget of the European Union for the financial year 2025,,all sections-14 02 01 10-Am 737,457,192,2,7,3
170291,2024-10-23,,,14 02 01 10,,,,658,3
170292,2024-10-23,,,14 02 01 10,,,,658,3
170293,2024-10-23,,,15 02 01 01,,,,658,3
170294,2024-10-23,,,15 02 02 01,,,,658,3
170295,2024-10-23,,,Block 8,,,,658,3
170296,2024-10-23,,,1 6 5 4,,,,658,3
170297,2024-10-23,,,Block 9,,,,658,3
170298,2024-10-23,,,Block 10,,,,658,3
170299,2024-10-23,,,Block 11,,,,658,3
170300,2024-10-23,,,Block 12,,,,658,3
170301,2024-10-23,,,Block 13,,,,658,3
170302,2024-10-23,,,Block 14,,,,658,3
170303,2024-10-23,,,Block 15,,,,658,3
170304,2024-10-23,,,Block 16,,,,658,3
170305,2024-10-23,,,Block 17,,,,658,3
170306,2024-10-23,,,PP 05 25 01,,,,658,3
170313,2024-10-23,,,Request for an urgent decision,,,,658,3
170319,2024-10-24,B10-0129/2024,,B10-0129/2024,,,,597,3
170320,2024-10-24,B10-0131/2024,,B10-0131/2024,,,,597,3
170321,2024-10-24,B10-0133/2024,,B10-0133/2024,,,,597,3
170322,2024-10-24,B10-0136/2024,,B10-0136/2024,,,,597,3
170323,2024-10-24,B10-0139/2024,,B10-0139/2024,,,,597,3
170324,2024-10-24,B10-0141/2024,,B10-0141/2024,,,,597,3
170325,2024-10-24,B10-0142/2024,,B10-0142/2024,,,,597,3
170327,2024-10-24,,,After § 2,,,,597,3
170328,2024-10-24,,,After § 3,,,,597,3
170329,2024-10-24,,,After § 3,,,,597,3
170330,2024-10-24,,,After § 3,,,,597,3
170331,2024-10-24,,,After § 5,,,,597,3
170333,2024-10-24,,,After § 21,,,,597,3
170336,2024-10-24,B10-0130/2024,,B10-0130/2024,,,,597,3
170337,2024-10-24,B10-0132/2024,,B10-0132/2024,,,,597,3
170338,2024-10-24,B10-0134/2024,,B10-0134/2024,,,,597,3
170339,2024-10-24,B10-0135/2024,,B10-0135/2024,,,,597,3
170340,2024-10-24,B10-0137/2024,,B10-0137/2024,,,,597,3
170341,2024-10-24,B10-0138/2024,,B10-0138/2024,,,,597,3
170342,2024-10-24,B10-0140/2024,,B10-0140/2024,,,,597,3
170343,2024-10-24 12:15:45,RC-B10-0134/2024,,§ 4,511,9,50,27,3
170345,2024-10-24 12:16:05,RC-B10-0134/2024,,§ 6/1,531,4,37,25,3
170346,2024-10-24,,,§ 6,,,,597,3
170348,2024-10-24,,,§ 8,,,,597,3
170349,2024-10-24 12:16:29,RC-B10-0134/2024,,§ 8/2,488,44,37,28,3
170350,2024-10-24 12:16:41,RC-B10-0134/2024,,Après le § 17 - Am 1,162,378,16,41,3
170351,2024-10-24 12:17:02,RC-B10-0134/2024,,Proposition de résolution (ensemble du texte),432,60,71,34,3
170352,2024-10-24 12:12:31,RC-B10-0133/2024,,§ 1,527,5,38,27,3
170354,2024-10-24 12:12:48,RC-B10-0133/2024,,§ 3/1,573,0,7,17,3
170355,2024-10-24,,,§ 3,,,,597,3
170356,2024-10-24 12:13:11,RC-B10-0133/2024,,§ 10 - Am 1,258,274,49,16,3
170357,2024-10-24 12:13:26,RC-B10-0133/2024,,§ 10 - Am 2,152,394,31,20,3
170359,2024-10-24,,,§ 10,,,,597,3
170360,2024-10-24 12:13:52,RC-B10-0133/2024,,§ 10/2,423,113,39,22,3
170362,2024-10-24,,,§ 12,,,,597,3
170363,2024-10-24,,,§ 12,,,,597,3
170364,2024-10-24 12:14:21,RC-B10-0133/2024,,§ 17,577,1,5,14,3
170365,2024-10-24 12:14:36,RC-B10-0133/2024,,§ 18,544,6,24,23,3
170366,2024-10-24 12:14:51,RC-B10-0133/2024,,Proposition de résolution (ensemble du texte),453,31,89,24,3
170381,2024-11-14 11:23:31,A10-0011/2024,,Herbert Dorfmann - Proposition de la Commission au Conseil,555,48,42,0,2
170382,2024-11-14 11:22:06,A10-0012/2024,,Aurore Lalucq - Proposition de la Commission au Conseil,621,10,11,0,2
170398,2024-11-14 11:19:15,C10-0119/2024,,Proposition de la Commission,371,240,30,0,2
170401,2024-11-14 11:27:41,A10-0013/2024,,Joachim Streit - Projet de décision du Conseil,510,105,27,0,2
170436,2024-11-14,,,Motion for a resolution (as a whole),,,,595,2
170438,2024-11-14,B10-0160/2024,,B10-0160/2024,,,,595,2
170439,2024-11-14,B10-0161/2024,,B10-0161/2024,,,,595,2
170440,2024-11-14,B10-0162/2024,,B10-0162/2024,,,,595,2
170441,2024-11-14,B10-0163/2024,,B10-0163/2024,,,,595,2
170442,2024-11-14,B10-0164/2024,,B10-0164/2024,,,,595,2
170443,2024-11-14,B10-0166/2024,,B10-0166/2024,,,,595,2
170449,2024-11-14,B10-0156/2024,,After § 43,,,,595,2
170457,2024-11-14,B10-0156/2024,,Recital I,,,,595,2
170458,2024-11-14,B10-0156/2024,,After recital AC,,,,595,2
170464,2024-11-14,,,"Article 1, § 1, before point 1 Regulation (EU) 2023/1115",,,,595,2
170465,2024-11-14,,,"Article 1, § 1, before point 1 Regulation (EU) 2023/1115",,,,595,2
170466,2024-11-14 11:10:00,C10-0119/2024,,"Article 1, § 1, avant le point 1 Règlement (UE) 2023/1115 - Am 3",306,303,18,0,2
170467,2024-11-14 11:10:20,C10-0119/2024,,"Article 1, § 1, avant le point 1 Règlement (UE) 2023/1115 - Am 4",324,296,15,0,2
170468,2024-11-14 11:10:35,C10-0119/2024,,"Article 1, § 1, avant le point 1 Règlement (UE) 2023/1115 - Am 5",308,303,20,0,2
